0.6744237 0.01083333 1.316437 0.6500689 0.7537686
0.7051675 0.2036340 0.9015328 0.9268537 0.6618203
0.7676354 0.1709048 0.9749321 0.9083675 0.5005982
0.5385432 0.2652015 0.993909 0.7753326 0.6118338
0.819231 0.09231693 0.8044119 0.7527674 0.5251778
0.739818 0.1665257 0.956927 0.8583257 0.398165
0.8707568 0.2291460 0.9144493 0.7904018 0.6317269
0.7275676 0.3664009 1.075572 0.5947403 0.6170843
0.6959661 0.2258809 0.8841119 0.8339627 0.545137
0.5297893 0.2803923 0.9156512 0.9197605 0.9272691
0.6728045 0.2004939 0.9525885 0.6496025 0.615336
1.019784 0.2104751 0.9322288 0.903635 0.791048
0.7480969 0.3041723 1.000626 0.9390092 0.6768106
0.463227 0.2016470 0.9860274 0.7686737 0.5622025
0.68013 0.0581492 0.956398 0.791255 0.8429919
0.4205407 0.2239337 1.119806 0.8809213 0.7006247
0.6674943 0.1379788 0.96089 0.9551847 0.7195924
0.6327168 0.08966027 0.9046996 1.089677 0.584649
0.5948915 0.1111454 1.011645 0.6906523 0.7811189
0.7391418 0.3464974 0.9535231 0.7912472 0.7033394
1.071326 0.2262265 1.101484 0.6717104 0.7825285
0.414625 0.1945827 0.992479 1.076129 0.6986362
0.6648963 0.2477976 1.159236 0.9304988 0.7080577
0.3520226 0.2200961 1.157036 0.9719034 0.5343805
0.8360066 0.08183928 1.105474 1.005011 0.679439
0.5566299 0.4004386 0.9255745 0.5039043 0.4368703
0.5088182 0.1964386 0.9764891 0.749542 0.5424791
0.6397594 0.1155488 0.8348651 0.9020699 0.4216577
0.6318531 0.2555791 0.7351125 1.019827 0.6490025
0.6842795 0.1827455 0.8911067 0.8529129 0.7015319
0.6789407 0.2112354 1.032539 0.8270514 0.5649742
0.6433464 0.1927965 0.986189 0.8876048 0.5223958
0.3005324 0.1026918 0.8360318 0.9580333 0.527087
0.7403253 0.1128592 1.119578 0.8229688 0.5798106
0.6938379 0.1611209 0.9235967 0.6886788 0.4399804
0.8578276 0.2870906 0.9136056 0.928171 0.598162
0.8508753 0.1672284 0.8066027 1.141237 0.6311675
0.4854728 0.4355256 0.9239258 0.8809978 0.6451583
0.5286504 0.3490498 0.899778 0.8241997 0.6187669
0.737402 0.2808603 0.6598968 0.8276823 0.6435533
0.6198916 0.2961703 0.7804191 0.8901445 0.7482991
0.5330168 0.06426722 1.020436 0.6394427 0.564792
0.4729772 0.3212817 0.9434697 0.9503665 0.4670845
0.706367 0.499885 0.7642054 0.804132 0.7065298
0.7941872 0.3021819 0.9790684 0.6964365 0.7016753
0.735985 0.1001439 0.9188734 1.072225 0.5132323
0.8232072 0.1911631 0.9716175 0.5798409 0.6887251
0.5493204 0.06538586 0.845764 0.7371598 0.6080902
0.4937116 0.2531148 0.8936577 0.8695397 0.7899309
0.6565326 0.08536225 0.7365355 0.9547052 0.602971
0.7570175 0.3839168 0.9250976 0.8637896 0.6786677
0.746151 0.2684467 1.094866 0.6939588 0.687798
0.8430788 0.2696108 0.8171396 0.8311528 0.479308
0.6833298 -0.1207322 0.930212 0.6987863 0.6573251
0.6058033 -0.0598577 1.021037 1.131481 0.4438086
0.7829633 0.1298005 0.8453784 0.7675407 0.4444508
0.8303981 0.1341422 0.9907666 0.8260069 0.2924385
0.7009966 0.3097690 0.9559356 1.003555 0.5369774
0.9364457 0.2843881 1.038913 0.8920913 0.5411662
0.6333588 0.2330949 0.951995 0.6673786 0.5105265
0.806222 0.2670315 0.9403294 0.8082132 0.7076306
0.6703991 0.2287111 0.8870643 0.9289908 0.8179956
0.5862904 0.1579510 1.011766 0.7806225 0.5599848
0.8148734 0.2948316 0.806615 0.8699497 0.6464866
0.878085 0.1598202 0.8698975 0.7515822 0.4039318
0.731391 0.07318591 1.018471 1.042796 0.5676936
0.6238653 0.3734661 1.095339 0.8661954 0.7516527
0.8034383 0.08484374 0.6412324 0.9574866 0.9673687
0.6066647 0.3562243 1.265719 0.7060778 0.9118185
0.808076 0.2902758 0.801967 0.8311003 0.4385968
0.8061983 0.2667754 0.8679704 0.5603753 0.6476475
0.6954569 0.4708841 0.8500878 0.8262285 0.8522512
0.6006972 0.03074847 0.8625976 1.050803 0.4323484
0.9006218 0.04991689 0.732721 0.8438003 0.6904837
0.7141314 0.08466158 0.944618 1.040406 0.4244795
0.4276269 -0.03287456 0.7634793 0.6590343 0.4438566
0.7199286 0.1372302 0.8201493 0.6279547 0.6317937
0.6828107 0.2292757 1.030909 0.9340649 0.4673556
0.7383339 0.06129743 1.170648 0.8815857 0.7237555
0.7720506 0.1806515 1.00034 0.9350363 0.933261
0.6023353 0.09601682 1.115682 0.6309926 0.5701387
0.9232227 0.03099797 0.8726156 0.6826153 0.911403
0.5892736 0.1829885 0.6062603 0.7398221 0.7472544
0.6051691 0.3035579 1.043268 0.8298894 0.7308553
0.8169538 0.0738611 0.9553699 0.7877571 0.6835589
0.8410336 -0.1010357 0.896777 0.9310682 0.538233
0.543444 0.2082780 0.8969237 0.8023313 0.5002644
0.6731923 0.24366 1.088961 0.7155333 0.4804505
0.9644728 0.1142221 0.7415577 0.7317631 0.83715
0.7255473 0.3840324 1.036013 0.8092328 0.4598035
0.609325 0.2374510 0.9534456 0.700823 0.684398
0.5552328 0.0396138 1.055258 0.8507268 0.552629
0.8176411 0.4564577 0.8357559 1.030223 0.5076712
0.3840225 0.1941409 0.9773365 0.9220638 0.7154543
0.857885 0.2037052 0.9661744 0.9012587 0.7312847
0.6560297 0.375565 1.05535 0.8678188 0.852292
0.5858444 0.3975293 1.141265 0.7940713 0.594477
0.6554563 0.2274066 0.8788804 0.7300999 0.6939148
0.7843674 0.1614045 0.9307642 0.8969034 0.5863282
0.4920675 0.1045552 0.9882024 1.014837 0.5175145
0.7150542 0.2349988 0.9604253 0.938217 0.6422573
0.8097517 0.2539268 0.830014 1.146303 0.8273523
0.646868 0.3591119 1.089382 0.9080713 0.872429
0.6729943 0.2889665 0.7833148 0.7842605 0.7334472
0.365859 0.3104238 0.6776867 0.6761082 0.6830953
0.640334 0.1532252 0.9899975 0.7139758 0.5732152
0.6878412 0.3308811 0.9510596 0.726204 0.5909567
0.602976 -0.02617729 0.8377717 0.7186132 0.7097937
0.7711186 0.2866986 1.066710 0.846044 0.5687917
0.5705063 0.6667821 -0.1090792 0.5012314 0.8385289
