V1	V2	V3	V4	V5
1.59502886698082	0.350516650217166	0.528751999566534	-0.108146213340363	-1.69728869001892
0.83158795473814	0.654317194261438	-0.737678539939778	-0.366148887897158	1.00099568335931
0.78973958270419	-1.46135451775808	-0.207951670141153	0.609212485096744	0.0859227833677998
0.0163758102578917	-0.527378678103595	0.63503193185429	0.276555890117407	0.72568444744054
1.34444801690737	-0.693520211421887	-1.35651898188356	0.808542406256269	1.10518783838327
0.530789779555278	-0.61819514693966	-1.99991693313074	-0.533945621630727	0.820917912708051
-0.357956481966856	-0.511855813377648	1.06993451710842	1.21936535681738	0.975491575337119
0.588381547546416	0.140457717378881	-0.55956918794354	1.39475654353996	-0.147055668599766
0.50392148674996	-0.881331421290285	-0.832757045242147	-0.658207903115438	-0.318516711326138
0.897174247513612	0.752701696382583	-1.53391594022291	-0.812117614306096	0.313703276428345
1.18874704705353	-1.61122679141923	0.0662976715095655	2.09234169432285	0.0626445224241823
1.67579577834543	-0.651219388841351	-1.67904729107302	0.417109274388944	-0.515433794522485
1.62509776768421	-0.0948402339762355	1.49258573854997	0.899537877342792	-0.937319073039321
1.56399566274722	-1.27592670691577	-1.35513844790027	-0.531006648129668	-0.924634210629803
1.62583758112992	-0.219311107838404	-1.6890400778131	-0.441870449570432	-0.627924194079881
1.08399502337619	-1.0877403258599	-0.390727643535596	1.84970904564884	-0.421788476852405
1.01457417721607	-0.452576497477659	-0.237729825099924	-0.645215389602197	0.550970263348139
0.296380214885044	-1.64574436656236	-0.821986432688266	1.53516961022953	1.391603219231
2.16533851663725	-1.24646787034188	0.805472254029481	1.05173549966197	-0.323259655671597
1.89369798540104	-2.02382153585829	-0.993327105273558	0.368022427056484	-1.05966771213933
1.39048818585562	-0.139102071385632	-1.24132063596477	-0.71101134610284	-0.740149752689154
0.580992341645149	-0.169972508486242	0.139626765805934	1.5442139588405	0.716072416477746
0.658718811435722	-0.695878963258454	1.65552314296091	-0.629093026952373	-0.956218311270956
1.29186870473699	-1.390402234144	-0.219110917520293	-0.221991307240928	-0.330230772782714
0.0531935560894509	0.799385501399819	1.96055477502607	0.000518411559749521	-1.19917458991426
-0.630957243186177	0.973603590250225	1.27409667479166	0.0393960629294785	-0.930654066846735
0.153385452601742	-0.296765729746224	0.139979184824788	1.35396412339328	0.995444023472753
-0.664064456764708	0.837336164288803	1.34559318242549	0.558783136379571	0.498736631577395
0.32669775076407	-0.460125806100384	1.46703956194547	0.43841701937841	-0.122885291278241
-0.137156396451458	2.31522587710754	-0.354460170259532	0.0691647074889272	-0.185239731767759
0.975691481200873	1.5981830463849	-0.660165843159461	-0.55308316063396	-1.68236258118537
0.307678459011092	0.660337569897193	-0.15019758699857	0.36063036591051	0.388003388868915
0.620847850440641	1.68992212760732	-0.959879336026807	0.0326909883809288	0.135355416789918
0.0717519909454855	0.227763269186796	-0.0537403142850092	1.07350901688282	1.20160531825151
1.23659697058123	0.873020176890206	-0.838904735161062	1.50671104676258	0.168457686201507
0.207883711275487	0.631709809105325	-0.365102935311688	-0.175415233303951	-1.47211228858027
0.541252220057472	0.545882743935105	0.641686315643968	1.61506004560017	-0.38896490811465
0.509670426920155	0.523059478922281	0.0627012438577234	-1.40173711912625	-1.29958500756793
1.18502811255142	0.936817100347918	-0.217402861553217	1.00888120739146	0.175092340714998
0.283534391268009	1.7023870967912	1.70337846457929	1.9605324448649	-0.505581684747305
0.0579890246481507	1.58121387787191	-0.258283645125113	0.244506105958118	-0.863868943671551
0.57501521634893	1.41413821404739	0.622635051823945	-0.236533231737328	-0.239879345204363
-0.0704348173125417	0.733044404404381	-0.058327005085824	0.988696841891799	-0.215648619441968
0.653907071027874	1.03876852874373	2.03345444710765	1.84690293129802	-0.516859175352802
-0.466661436164429	1.65558265313694	-0.566422363649392	0.334670826416014	0.26906751782305
-0.0840701812135706	1.31761631118585	0.238271777521149	0.189799248406715	-0.96657334997291
-0.942861985213439	2.42637667599093	-0.00244602633836627	0.291106067866126	1.34355453182903
0.302858118015182	0.772101402219506	-0.0427981885823723	0.644027131111973	-1.48446477709908
-0.299832559284368	1.6757608374814	0.41026325280728	0.46496936712019	-0.482331406268833
0.279586333624906	1.69164573843483	-1.18007447672583	0.461804572072625	0.450030432051416
-0.0429557265338064	2.47870432209941	-0.609137847117679	0.583237313110163	0.200234440877927
-0.0575944240682206	-0.38093402823207	1.14380808439562	0.665228597992196	0.48265653760776
-0.0307598452768904	-0.429721515246835	1.18432391185869	-0.62302715784598	0.457404773197468
0.322892433236869	0.460427481822321	-0.581534356955731	-1.41166125166016	2.10149780352983
1.28105638221201	0.391850307691425	0.258040845398721	-2.27849809240786	-0.685670309889752
0.411555379361399	-0.495124431944736	0.555030778797361	-0.131367155270385	1.90392072417124
0.787200427972372	-0.364034764481715	-1.67106134572401	-0.261958609247573	1.64635718325197
0.0113185716314622	-0.310546277581381	0.994633093710131	-0.809869922041239	0.998261984193359
-0.29410324960429	0.966150716343647	0.401330482212871	0.354816908438116	1.03018932279621
0.73569005443049	0.739698860390888	-0.14737941863906	-1.91950023202359	-1.1020110529466
0.0640939799341145	-1.21664041899108	1.1235873937962	-1.4760958516172	-0.348177504034815
-0.841303205033442	0.5494921173942	0.453362459884604	-0.891178702532095	1.56268098703244
0.658015451605992	-0.308867759923749	0.366138342088706	-0.45736226503945	0.889136766681761
-0.743002156171679	0.904905687675452	0.168379128040493	-1.21623387582646	-0.32794414967514
-0.194346774993919	0.857875951327317	-0.455589217901518	-0.360387735169318	1.9185860597658
0.459327170977133	-0.907601693032711	0.46712937085356	-1.62620983811686	1.00855336726254
